Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1963,1963,tonnes,20000.000000,F
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1964,1964,tonnes,21350.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1965,1965,tonnes,25450.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1966,1966,tonnes,28400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1967,1967,tonnes,28550.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1968,1968,tonnes,32100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1969,1969,tonnes,26450.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1970,1970,tonnes,28400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1971,1971,tonnes,31100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1972,1972,tonnes,33400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1973,1973,tonnes,39400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1974,1974,tonnes,44500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1975,1975,tonnes,31500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1976,1976,tonnes,32000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1977,1977,tonnes,30100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1978,1978,tonnes,26700.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1979,1979,tonnes,27000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1980,1980,tonnes,34100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1981,1981,tonnes,33900.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1982,1982,tonnes,27900.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1983,1983,tonnes,31700.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1984,1984,tonnes,29500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1985,1985,tonnes,32500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1986,1986,tonnes,44000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1987,1987,tonnes,55000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1988,1988,tonnes,47800.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1989,1989,tonnes,50000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1990,1990,tonnes,53000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1991,1991,tonnes,55000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1992,1992,tonnes,44500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1993,1993,tonnes,46000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1994,1994,tonnes,35000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1995,1995,tonnes,35000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1996,1996,tonnes,26000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1997,1997,tonnes,32000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1998,1998,tonnes,31500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,1999,1999,tonnes,36000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2000,2000,tonnes,37000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2001,2001,tonnes,35400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2002,2002,tonnes,34600.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2003,2003,tonnes,36300.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2004,2004,tonnes,38100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2005,2005,tonnes,40000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2006,2006,tonnes,46000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2007,2007,tonnes,50100.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2008,2008,tonnes,45400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2009,2009,tonnes,50500.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2010,2010,tonnes,78450.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2011,2011,tonnes,80000.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2012,2012,tonnes,78300.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2013,2013,tonnes,80300.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2014,2014,tonnes,86400.000000,
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2015,2015,tonnes,90718.000000,Im
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2016,2016,tonnes,86380.000000,Im
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2017,2017,tonnes,90941.000000,Im
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2018,2018,tonnes,94018.000000,Im
222,Tunisia,394,"Pumpkins, squash and gourds",5510,Production,2019,2019,tonnes,97096.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1983,1983,tonnes,40.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1984,1984,tonnes,60.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1985,1985,tonnes,100.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1986,1986,tonnes,150.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1987,1987,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1988,1988,tonnes,180.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1989,1989,tonnes,190.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1990,1990,tonnes,138.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1991,1991,tonnes,203.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1992,1992,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1993,1993,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1994,1994,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1995,1995,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1996,1996,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1997,1997,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1998,1998,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,1999,1999,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2000,2000,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2001,2001,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2002,2002,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2003,2003,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2004,2004,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2005,2005,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2006,2006,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2007,2007,tonnes,200.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2008,2008,tonnes,150.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2009,2009,tonnes,171.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2010,2010,tonnes,172.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2011,2011,tonnes,170.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2012,2012,tonnes,170.000000,F
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2013,2013,tonnes,169.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2014,2014,tonnes,165.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2015,2015,tonnes,163.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2016,2016,tonnes,160.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2017,2017,tonnes,158.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2018,2018,tonnes,155.000000,Im
222,Tunisia,754,"Pyrethrum, dried",5510,Production,2019,2019,tonnes,153.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,1961,1961,ha,220.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1962,1962,ha,220.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1963,1963,ha,220.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1964,1964,ha,220.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1965,1965,ha,220.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1966,1966,ha,150.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1967,1967,ha,120.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1968,1968,ha,130.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1969,1969,ha,160.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1970,1970,ha,270.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1971,1971,ha,270.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1972,1972,ha,270.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1973,1973,ha,300.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1974,1974,ha,350.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1975,1975,ha,371.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1976,1976,ha,420.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1977,1977,ha,500.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1978,1978,ha,550.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1979,1979,ha,650.000000,
222,Tunisia,523,Quinces,5312,Area harvested,1980,1980,ha,770.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1981,1981,ha,550.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1982,1982,ha,550.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1983,1983,ha,780.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1984,1984,ha,830.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1985,1985,ha,880.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1986,1986,ha,950.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1987,1987,ha,1000.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1988,1988,ha,450.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1989,1989,ha,420.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1990,1990,ha,409.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,1991,1991,ha,300.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1992,1992,ha,400.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1993,1993,ha,600.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1994,1994,ha,310.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1995,1995,ha,360.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1996,1996,ha,480.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1997,1997,ha,520.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1998,1998,ha,560.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,1999,1999,ha,600.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2000,2000,ha,630.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2001,2001,ha,600.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2002,2002,ha,560.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2003,2003,ha,510.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2004,2004,ha,550.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2005,2005,ha,515.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2006,2006,ha,470.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2007,2007,ha,430.000000,F
222,Tunisia,523,Quinces,5312,Area harvested,2008,2008,ha,520.000000,
222,Tunisia,523,Quinces,5312,Area harvested,2009,2009,ha,340.000000,
222,Tunisia,523,Quinces,5312,Area harvested,2010,2010,ha,339.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2011,2011,ha,414.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2012,2012,ha,340.000000,
222,Tunisia,523,Quinces,5312,Area harvested,2013,2013,ha,340.000000,
222,Tunisia,523,Quinces,5312,Area harvested,2014,2014,ha,360.000000,
222,Tunisia,523,Quinces,5312,Area harvested,2015,2015,ha,501.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2016,2016,ha,512.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2017,2017,ha,337.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2018,2018,ha,326.000000,Im
222,Tunisia,523,Quinces,5312,Area harvested,2019,2019,ha,402.000000,Im
222,Tunisia,523,Quinces,5419,Yield,1961,1961,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1962,1962,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1963,1963,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1964,1964,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1965,1965,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1966,1966,hg/ha,86667.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1967,1967,hg/ha,95833.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1968,1968,hg/ha,92308.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1969,1969,hg/ha,93750.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1970,1970,hg/ha,55556.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1971,1971,hg/ha,96296.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1972,1972,hg/ha,151852.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1973,1973,hg/ha,183333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1974,1974,hg/ha,125714.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1975,1975,hg/ha,140162.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1976,1976,hg/ha,148810.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1977,1977,hg/ha,110000.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1978,1978,hg/ha,127273.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1979,1979,hg/ha,92308.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1980,1980,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1981,1981,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1982,1982,hg/ha,93455.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1983,1983,hg/ha,91410.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1984,1984,hg/ha,90361.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1985,1985,hg/ha,90909.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1986,1986,hg/ha,89474.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1987,1987,hg/ha,89000.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1988,1988,hg/ha,86667.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1989,1989,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1990,1990,hg/ha,85575.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1991,1991,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1992,1992,hg/ha,82500.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1993,1993,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1994,1994,hg/ha,83871.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1995,1995,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1996,1996,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1997,1997,hg/ha,84615.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1998,1998,hg/ha,83929.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,1999,1999,hg/ha,83333.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2000,2000,hg/ha,79365.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2001,2001,hg/ha,75000.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2002,2002,hg/ha,75000.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2003,2003,hg/ha,74510.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2004,2004,hg/ha,72727.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2005,2005,hg/ha,69903.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2006,2006,hg/ha,70213.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2007,2007,hg/ha,69767.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2008,2008,hg/ha,48077.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2009,2009,hg/ha,73529.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2010,2010,hg/ha,76696.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2011,2011,hg/ha,79710.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2012,2012,hg/ha,88235.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2013,2013,hg/ha,88235.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2014,2014,hg/ha,97222.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2015,2015,hg/ha,95808.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2016,2016,hg/ha,91797.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2017,2017,hg/ha,94955.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2018,2018,hg/ha,97025.000000,Fc
222,Tunisia,523,Quinces,5419,Yield,2019,2019,hg/ha,99055.000000,Fc
222,Tunisia,523,Quinces,5510,Production,1961,1961,tonnes,2000.000000,
222,Tunisia,523,Quinces,5510,Production,1962,1962,tonnes,2000.000000,
222,Tunisia,523,Quinces,5510,Production,1963,1963,tonnes,2000.000000,
222,Tunisia,523,Quinces,5510,Production,1964,1964,tonnes,2000.000000,
222,Tunisia,523,Quinces,5510,Production,1965,1965,tonnes,2000.000000,
222,Tunisia,523,Quinces,5510,Production,1966,1966,tonnes,1300.000000,
222,Tunisia,523,Quinces,5510,Production,1967,1967,tonnes,1150.000000,
222,Tunisia,523,Quinces,5510,Production,1968,1968,tonnes,1200.000000,
222,Tunisia,523,Quinces,5510,Production,1969,1969,tonnes,1500.000000,
222,Tunisia,523,Quinces,5510,Production,1970,1970,tonnes,1500.000000,
222,Tunisia,523,Quinces,5510,Production,1971,1971,tonnes,2600.000000,
222,Tunisia,523,Quinces,5510,Production,1972,1972,tonnes,4100.000000,
222,Tunisia,523,Quinces,5510,Production,1973,1973,tonnes,5500.000000,
222,Tunisia,523,Quinces,5510,Production,1974,1974,tonnes,4400.000000,
222,Tunisia,523,Quinces,5510,Production,1975,1975,tonnes,5200.000000,
222,Tunisia,523,Quinces,5510,Production,1976,1976,tonnes,6250.000000,
222,Tunisia,523,Quinces,5510,Production,1977,1977,tonnes,5500.000000,
222,Tunisia,523,Quinces,5510,Production,1978,1978,tonnes,7000.000000,
222,Tunisia,523,Quinces,5510,Production,1979,1979,tonnes,6000.000000,
222,Tunisia,523,Quinces,5510,Production,1980,1980,tonnes,7000.000000,
222,Tunisia,523,Quinces,5510,Production,1981,1981,tonnes,5000.000000,
222,Tunisia,523,Quinces,5510,Production,1982,1982,tonnes,5140.000000,
222,Tunisia,523,Quinces,5510,Production,1983,1983,tonnes,7130.000000,
222,Tunisia,523,Quinces,5510,Production,1984,1984,tonnes,7500.000000,
222,Tunisia,523,Quinces,5510,Production,1985,1985,tonnes,8000.000000,
222,Tunisia,523,Quinces,5510,Production,1986,1986,tonnes,8500.000000,
222,Tunisia,523,Quinces,5510,Production,1987,1987,tonnes,8900.000000,
222,Tunisia,523,Quinces,5510,Production,1988,1988,tonnes,3900.000000,
222,Tunisia,523,Quinces,5510,Production,1989,1989,tonnes,3500.000000,
222,Tunisia,523,Quinces,5510,Production,1990,1990,tonnes,3500.000000,
222,Tunisia,523,Quinces,5510,Production,1991,1991,tonnes,2500.000000,
222,Tunisia,523,Quinces,5510,Production,1992,1992,tonnes,3300.000000,
222,Tunisia,523,Quinces,5510,Production,1993,1993,tonnes,5000.000000,
222,Tunisia,523,Quinces,5510,Production,1994,1994,tonnes,2600.000000,
222,Tunisia,523,Quinces,5510,Production,1995,1995,tonnes,3000.000000,
222,Tunisia,523,Quinces,5510,Production,1996,1996,tonnes,4000.000000,
222,Tunisia,523,Quinces,5510,Production,1997,1997,tonnes,4400.000000,
222,Tunisia,523,Quinces,5510,Production,1998,1998,tonnes,4700.000000,
222,Tunisia,523,Quinces,5510,Production,1999,1999,tonnes,5000.000000,
222,Tunisia,523,Quinces,5510,Production,2000,2000,tonnes,5000.000000,
222,Tunisia,523,Quinces,5510,Production,2001,2001,tonnes,4500.000000,
222,Tunisia,523,Quinces,5510,Production,2002,2002,tonnes,4200.000000,
222,Tunisia,523,Quinces,5510,Production,2003,2003,tonnes,3800.000000,
222,Tunisia,523,Quinces,5510,Production,2004,2004,tonnes,4000.000000,
222,Tunisia,523,Quinces,5510,Production,2005,2005,tonnes,3600.000000,
222,Tunisia,523,Quinces,5510,Production,2006,2006,tonnes,3300.000000,
222,Tunisia,523,Quinces,5510,Production,2007,2007,tonnes,3000.000000,
222,Tunisia,523,Quinces,5510,Production,2008,2008,tonnes,2500.000000,
222,Tunisia,523,Quinces,5510,Production,2009,2009,tonnes,2500.000000,
222,Tunisia,523,Quinces,5510,Production,2010,2010,tonnes,2600.000000,
222,Tunisia,523,Quinces,5510,Production,2011,2011,tonnes,3300.000000,
222,Tunisia,523,Quinces,5510,Production,2012,2012,tonnes,3000.000000,
222,Tunisia,523,Quinces,5510,Production,2013,2013,tonnes,3000.000000,
222,Tunisia,523,Quinces,5510,Production,2014,2014,tonnes,3500.000000,
222,Tunisia,523,Quinces,5510,Production,2015,2015,tonnes,4800.000000,
222,Tunisia,523,Quinces,5510,Production,2016,2016,tonnes,4700.000000,
222,Tunisia,523,Quinces,5510,Production,2017,2017,tonnes,3200.000000,
222,Tunisia,523,Quinces,5510,Production,2018,2018,tonnes,3163.000000,Im
222,Tunisia,523,Quinces,5510,Production,2019,2019,tonnes,3982.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,1961,1961,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1962,1962,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1963,1963,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1964,1964,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1965,1965,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1966,1966,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1967,1967,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1968,1968,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1969,1969,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1970,1970,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1971,1971,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1972,1972,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1973,1973,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1974,1974,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1975,1975,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1976,1976,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1977,1977,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1978,1978,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1979,1979,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1980,1980,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1981,1981,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1982,1982,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1983,1983,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1984,1984,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1985,1985,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1986,1986,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1987,1987,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1988,1988,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1989,1989,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1990,1990,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1991,1991,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1992,1992,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1993,1993,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1994,1994,ha,,M
222,Tunisia,270,Rapeseed,5312,Area harvested,1995,1995,ha,1000.000000,*
222,Tunisia,270,Rapeseed,5312,Area harvested,1996,1996,ha,2000.000000,*
222,Tunisia,270,Rapeseed,5312,Area harvested,1997,1997,ha,1057.000000,*
222,Tunisia,270,Rapeseed,5312,Area harvested,1998,1998,ha,1220.000000,*
222,Tunisia,270,Rapeseed,5312,Area harvested,1999,1999,ha,4000.000000,*
222,Tunisia,270,Rapeseed,5312,Area harvested,2000,2000,ha,4200.000000,F
222,Tunisia,270,Rapeseed,5312,Area harvested,2001,2001,ha,4000.000000,F
222,Tunisia,270,Rapeseed,5312,Area harvested,2002,2002,ha,3613.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2003,2003,ha,4298.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2004,2004,ha,3548.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2005,2005,ha,3707.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2006,2006,ha,4257.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2007,2007,ha,4205.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2008,2008,ha,4326.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2009,2009,ha,4447.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2010,2010,ha,4568.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2011,2011,ha,4689.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2012,2012,ha,4809.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2013,2013,ha,4929.000000,Im
222,Tunisia,270,Rapeseed,5312,Area harvested,2014,2014,ha,5101.000000,Im
